source,osm_id,store_name,chainname,address,city,latitude,longitude,store_type,phone,website
OpenStreetMap,n5934127573,,,,,32.119818,34.843272,convenience,,
OpenStreetMap,n432002920,,,,,32.1849463,35.2312681,supermarket,,
OpenStreetMap,n9665829574,,,,,32.023571,34.7694925,convenience,,
OpenStreetMap,n9668078148,,,,,29.6731623,35.4687066,convenience,,
OpenStreetMap,n5907613139,,,,,31.7784561,35.2455778,convenience,,
OpenStreetMap,n13204079602,,,,,32.9342836,35.0765064,grocery,,
OpenStreetMap,n12604024318,,,,,31.7769822,35.2115638,supermarket,,
OpenStreetMap,n432010439,,,,,32.2345335,35.2100584,supermarket,,
OpenStreetMap,n9383556317,,,,,30.5192498,35.5373824,convenience,,
OpenStreetMap,n432040640,,,,,32.1940135,35.3716732,supermarket,,
OpenStreetMap,n11076553006,,,,,31.4956955,34.4689014,supermarket,,
OpenStreetMap,n432101365,,,,,32.2920898,35.2145312,supermarket,,
OpenStreetMap,n5921553088,,,,,31.5191501,35.1468969,supermarket,,
OpenStreetMap,n5921553086,,,,,31.4303972,34.9246847,supermarket,,
OpenStreetMap,n6567714569,,,,,32.6844835,35.4196195,general,,
OpenStreetMap,n5921553085,,,,,31.3937933,35.0748917,supermarket,,
OpenStreetMap,n4951580126,,,,,32.1924071,34.9702213,supermarket,,
OpenStreetMap,n11071223506,,,,,31.5100408,34.4635667,supermarket,,
OpenStreetMap,n9278423955,,,,,31.7795755,35.2300546,convenience,,
OpenStreetMap,n5921552996,,,,,31.5776731,35.1453658,supermarket,,
OpenStreetMap,n432093772,,,,,32.1021508,35.3224424,supermarket,,
OpenStreetMap,n11074768705,,,,,31.4893992,34.4664618,supermarket,,
OpenStreetMap,n5921552992,,,,,31.585879,35.146749,supermarket,,
OpenStreetMap,n432108473,,,,,32.1249022,35.3097026,supermarket,,
OpenStreetMap,n11076587605,,,,,31.4935499,34.4691341,supermarket,,
OpenStreetMap,n12821154829,,,,,32.1952792,34.8824677,food,,
OpenStreetMap,n5921552990,,,,,31.5808526,35.1429833,supermarket,,
OpenStreetMap,n6178993985,,,,,31.5703018,35.4002825,supermarket,,
OpenStreetMap,n6181551622,,,,,31.7698793,34.6332321,supermarket,,
OpenStreetMap,n9294366318,,,,,31.2482312,34.7992037,convenience,,
OpenStreetMap,n5921552988,,,,,31.5173113,35.1633268,supermarket,,
OpenStreetMap,n9383553518,,,,,30.5191162,35.5370376,convenience,,
OpenStreetMap,n4950526217,,,,,31.7935177,35.1172409,supermarket,,
OpenStreetMap,n10914576894,,,,,32.0010294,35.8861347,supermarket,,
OpenStreetMap,n9383556018,,,,,30.5191882,35.556638,convenience,,
OpenStreetMap,n5921552995,,,,,31.5753749,35.1405729,supermarket,,
OpenStreetMap,n6192298574,,,,,32.5703731,35.1826886,convenience,,
OpenStreetMap,n8891537417,,,,,31.2656646,34.7993987,convenience,,
OpenStreetMap,n5027797321,,,,,31.9372765,35.8671151,supermarket,,
OpenStreetMap,n432071197,,,,,32.1454111,35.2877949,supermarket,,
OpenStreetMap,n432353492,,,,,32.1147665,35.1423001,supermarket,,
OpenStreetMap,n7088073180,,,,,33.1408304,35.6467712,convenience,,
OpenStreetMap,n7099779485,,,,,31.847011,35.4918872,convenience,,
OpenStreetMap,n6605540992,,,,,32.1938297,34.9525889,convenience,,
OpenStreetMap,n6603751485,,,,,32.1705762,34.803544,convenience,,
OpenStreetMap,w867315485,,,,,33.1889458,35.4433315,general,,
OpenStreetMap,n7104124185,,,,,31.8739461,35.4465948,convenience,,
OpenStreetMap,n7115547989,,,,,31.7633837,35.5930878,convenience,,
OpenStreetMap,n12826212235,,,,,32.0617161,35.7062059,supermarket,,
OpenStreetMap,n7140987385,,,,,32.7820788,35.6394302,convenience,,
OpenStreetMap,n6569733185,,,,,29.5610783,34.9338836,convenience,,
OpenStreetMap,n432085045,,,,,32.1608752,35.2916644,supermarket,,
OpenStreetMap,n7147393646,,,,,31.8199779,35.1957189,convenience,,
OpenStreetMap,n432086794,,,,,32.1433347,35.2785773,supermarket,,
OpenStreetMap,n432069301,,,,,32.1621325,35.2871875,supermarket,,
OpenStreetMap,n432087174,,,,,32.2752077,35.197254,supermarket,,
OpenStreetMap,n7233457256,,,,,31.2586458,34.7818116,convenience,,
OpenStreetMap,n432067225,,,,,32.101136,35.2699613,supermarket,,
OpenStreetMap,n11017499805,,,,,32.074122,34.7760806,supermarket,,
OpenStreetMap,n432066224,,,,,32.2609345,35.1957369,supermarket,,
OpenStreetMap,n11056341405,,,,,31.5136861,34.4659429,supermarket,,
OpenStreetMap,n5070038036,,,,,31.250438,34.7711411,supermarket,,
OpenStreetMap,n5071586363,,,,,30.6088097,34.8019082,supermarket,,
OpenStreetMap,n7447965485,,,,,32.7837158,34.995455,convenience,,
OpenStreetMap,n12830567219,,,,,31.7525198,35.2352527,supermarket,,
OpenStreetMap,n432083771,,,,,32.1845937,35.2314133,supermarket,,
OpenStreetMap,n6435450086,,,,,29.6996638,35.3836518,convenience,,
OpenStreetMap,n432082452,,,,,32.2355416,35.2092964,supermarket,,
OpenStreetMap,n6088734188,,,,,29.5760798,35.4193571,supermarket,,
OpenStreetMap,n6789051401,,,,,31.7056939,35.2017812,convenience,,
OpenStreetMap,n6089409485,,,,,31.7653077,35.2567057,supermarket,,
OpenStreetMap,n6088732854,,,,,29.5697965,35.4202824,supermarket,,
OpenStreetMap,n6857825188,,,,,31.8160104,34.7710652,convenience,,
OpenStreetMap,n6860080286,,,,,31.2485753,34.7785175,convenience,,
OpenStreetMap,n6864188485,,,,,32.6830282,35.0684425,convenience,,
OpenStreetMap,n6864203885,,,,,32.6881975,35.0645465,convenience,,
OpenStreetMap,n6789046356,,,,,31.7038455,35.2069011,convenience,,
OpenStreetMap,n6885508386,,,,,31.8156814,34.7706991,convenience,,
OpenStreetMap,n432353539,,,,,32.1145245,35.1430973,supermarket,,
OpenStreetMap,n6782312686,,,,,32.2952439,34.8507543,convenience,,
OpenStreetMap,n432077448,,,,,32.1254824,35.3099019,supermarket,,
OpenStreetMap,n6766004299,,,,,32.6283261,35.0785765,convenience,,
OpenStreetMap,n432077026,,,,,32.1610356,35.2914704,supermarket,,
OpenStreetMap,n6914914543,,,,,31.7752804,35.2298159,convenience,,
OpenStreetMap,n6919004586,,,,,31.812835,34.6412044,convenience,,
OpenStreetMap,n432353573,,,,,32.1100298,35.2390458,supermarket,,
OpenStreetMap,n11036792005,,,,,31.4951093,34.4817009,supermarket,,
OpenStreetMap,n6939585016,,,,,32.8208451,34.9920966,convenience,,
OpenStreetMap,n6982010587,,,,,31.8949069,35.1943136,convenience,,
OpenStreetMap,n6982127677,,,,,32.9225871,35.0711862,convenience,,
OpenStreetMap,n432353676,,,,,32.1299606,35.1011392,supermarket,,
OpenStreetMap,n432082294,,,,,32.111164,35.2869273,supermarket,,
OpenStreetMap,n432073803,,,,,32.1615163,35.2914229,supermarket,,
OpenStreetMap,n432355979,,,,,32.1193894,35.1560408,supermarket,,
OpenStreetMap,n7578873148,,,,,32.1557507,34.8363502,convenience,,
OpenStreetMap,n6192298567,,,,,32.6460448,35.125125,convenience,,
OpenStreetMap,n8428748673,,,,,31.986468,35.8932795,convenience,,
OpenStreetMap,n8428748678,,,,,31.9855769,35.8933403,convenience,,
OpenStreetMap,n8446078735,,,,,31.9881012,35.899648,convenience,,
OpenStreetMap,n8446078753,,,,,31.9862716,35.8894569,convenience,,
OpenStreetMap,n6317883381,,,,,32.099989,34.8338424,convenience,,
OpenStreetMap,n6316054685,,,,,32.059565,34.7731529,convenience,,
OpenStreetMap,n8446078763,,,,,31.9889473,35.8982936,convenience,,
OpenStreetMap,n8467730958,,,,,31.9870894,35.8999543,convenience,,
OpenStreetMap,n8585130953,,,,,32.3148467,34.8738488,convenience,,
OpenStreetMap,n8590165417,,,,,31.2457497,34.7815103,convenience,,
OpenStreetMap,n6284022185,,,,,31.6983384,35.2186361,convenience,,
OpenStreetMap,n432056050,,,,,32.3074177,35.1643999,supermarket,,
OpenStreetMap,n432055185,,,,,32.1842848,35.2503541,supermarket,,
OpenStreetMap,n432092224,,,,,32.2921415,35.2152879,supermarket,,
OpenStreetMap,n11068944705,,,,,31.5022787,34.4647301,supermarket,,
OpenStreetMap,n8718444383,,,,,31.5291577,35.1174565,convenience,,
OpenStreetMap,n11068944706,,,,,31.5023115,34.4649955,supermarket,,
OpenStreetMap,n8761750417,,,,,31.9639597,35.8644887,convenience,,
OpenStreetMap,n8769625218,,,,,31.963938,35.864501,convenience,,
OpenStreetMap,n8769731319,,,,,31.9193282,35.8584621,convenience,,
OpenStreetMap,n8769731419,,,,,31.9667003,35.8640092,convenience,,
OpenStreetMap,n5921553489,,,,,31.5839848,35.1456714,supermarket,,
OpenStreetMap,n432052753,,,,,32.1197114,35.3398473,supermarket,,
OpenStreetMap,n6192298573,,,,,32.6534456,35.1200309,convenience,,
OpenStreetMap,n5921553488,,,,,31.56351,35.1283117,supermarket,,
OpenStreetMap,n5921553487,,,,,31.5177624,35.162522,supermarket,,
OpenStreetMap,n8428748677,,,,,31.9856954,35.8932328,convenience,,
OpenStreetMap,n6320494400,,,,,32.1485274,34.8305272,convenience,,
OpenStreetMap,n5993593085,,,,,31.45141,35.3817674,supermarket,,
OpenStreetMap,n432090270,,,,,32.1040958,35.2882601,supermarket,,
OpenStreetMap,n5071972755,,,,,32.0793013,34.8150126,supermarket,,
OpenStreetMap,n6387649986,,,,,30.3067536,35.1351719,convenience,,
OpenStreetMap,n432063316,,,,,32.1038272,35.2884937,supermarket,,
OpenStreetMap,n5087080958,,,,,32.3181672,35.3736429,supermarket,,
OpenStreetMap,n5087081435,,,,,32.3193299,35.3758849,supermarket,,
OpenStreetMap,n9786947349,,,,,32.5912914,35.7696107,general,,
OpenStreetMap,n432087891,,,,,32.0833863,35.2958444,supermarket,,
OpenStreetMap,n432061011,,,,,32.2924051,35.2103695,supermarket,,
OpenStreetMap,n5953325187,,,,,31.8538405,35.2370027,supermarket,,
OpenStreetMap,n432353988,,,,,32.0660022,35.0862548,supermarket,,
OpenStreetMap,n432059125,,,,,32.1607488,35.2870718,supermarket,,
OpenStreetMap,n7904350766,,,,,31.7147997,35.0624977,convenience,,
OpenStreetMap,n7967018237,,,,,32.9878257,35.5702987,convenience,,
OpenStreetMap,n432354044,,,,,32.1292645,35.099339,supermarket,,
OpenStreetMap,n432058153,,,,,32.070391,35.2400163,supermarket,,
OpenStreetMap,n11060793906,,,,,32.5979537,35.8539739,supermarket,,
OpenStreetMap,n8138556487,,,,,31.2741454,34.8046598,convenience,,
OpenStreetMap,n6364711587,,,,,30.4844673,35.5253486,convenience,,
OpenStreetMap,n8168379324,,,,,31.6088473,35.1021954,convenience,,
OpenStreetMap,w887371340,,,,,33.2067139,35.4188867,general,,
OpenStreetMap,n8255355828,,,,,31.8214077,35.1935511,convenience,,
OpenStreetMap,n5921554988,,,,,31.5776462,35.1454262,supermarket,,
OpenStreetMap,n432353010,,,,,32.0682932,35.0896359,supermarket,,
OpenStreetMap,n8321535298,,,,,32.1147487,34.8260994,convenience,,
OpenStreetMap,n432056490,,,,,32.2162724,35.238281,supermarket,,
OpenStreetMap,w238027327,,,,,31.7965776,34.6448311,convenience,,
OpenStreetMap,n10130881017,,,,,32.8334432,35.0738089,convenience,,
OpenStreetMap,n9735723177,,,,,31.7138904,35.7885821,convenience,,
OpenStreetMap,w468733679,,,,,32.5692473,34.9359111,convenience,,
OpenStreetMap,n431928357,,,,,32.2668036,35.1977361,supermarket,,
OpenStreetMap,n431928350,,,,,32.1429588,35.2874286,supermarket,,
OpenStreetMap,n5324204224,,,,,32.1532014,35.0492457,supermarket,,
OpenStreetMap,n5324212228,,,,,32.1518716,35.0465156,supermarket,,
OpenStreetMap,n431925761,,,,,32.3017327,35.1864345,supermarket,,
OpenStreetMap,n431925643,,,,,32.1620051,35.2884394,supermarket,,
OpenStreetMap,n431925604,,,,,32.1623202,35.2861899,supermarket,,
OpenStreetMap,n12689969812,,,,,32.3501654,34.9952227,convenience,,
OpenStreetMap,n11612530969,,,,,30.3177077,35.4823945,supermarket,,
OpenStreetMap,w475591060,,,,,32.0023183,34.7963398,convenience,,
OpenStreetMap,w475591059,,,,,32.0026847,34.7963116,convenience,,
OpenStreetMap,n5384300121,,,,,31.5152544,34.4298731,supermarket,,
OpenStreetMap,n12722658199,,,,,31.5224681,34.6002675,convenience,,
OpenStreetMap,n5385354845,,,,,31.5217809,34.4451044,supermarket,,
OpenStreetMap,n431924871,,,,,32.2646612,35.1986898,supermarket,,
OpenStreetMap,n5904799272,,,,,31.7795058,35.2460025,convenience,,
OpenStreetMap,n5875497818,,,,,31.5384291,35.04666,supermarket,,
OpenStreetMap,n431924796,,,,,32.0856745,35.2932126,supermarket,,
OpenStreetMap,n12830567214,,,,,31.7474079,35.231568,convenience,,
OpenStreetMap,n5423582321,,,,,32.4603199,35.2993554,supermarket,,
OpenStreetMap,w435602029,,,,,31.5251614,34.5989306,convenience,,
OpenStreetMap,n431920194,,,,,32.1928925,35.3707875,supermarket,,
OpenStreetMap,n431919342,,,,,32.0853305,35.2932103,supermarket,,
OpenStreetMap,n431917913,,,,,32.159835,35.2837398,supermarket,,
OpenStreetMap,n12958839684,,,,,31.782312,35.2173301,convenience,,
OpenStreetMap,n431915142,,,,,32.1928896,35.3703683,supermarket,,
OpenStreetMap,w434744448,,,,,31.9431342,34.8758323,convenience,,
OpenStreetMap,n5875497989,,,,,31.4501116,35.0272384,supermarket,,
OpenStreetMap,n13057940091,,,,,32.0743548,34.8868744,convenience,,
OpenStreetMap,n13057940094,,,,,32.0816706,34.8756755,convenience,,
OpenStreetMap,n431929338,,,,,32.0709962,35.2406962,supermarket,,
OpenStreetMap,n431929787,,,,,32.1607556,35.284267,supermarket,,
OpenStreetMap,n12491957067,,,,,31.9043562,34.986992,convenience,,
OpenStreetMap,n431936871,,,,,32.1930751,35.36874,supermarket,,
OpenStreetMap,n431949388,,,,,32.1437238,35.2921212,supermarket,,
OpenStreetMap,n432359543,,,,,32.0867091,35.1721512,supermarket,,
OpenStreetMap,n5875497797,,,,,31.4797519,35.0625929,supermarket,,
OpenStreetMap,n431948232,,,,,32.3021392,35.191587,supermarket,,
OpenStreetMap,n431947690,,,,,32.0851348,35.2577105,supermarket,,
OpenStreetMap,n432360375,,,,,32.126258,35.1003371,supermarket,,
OpenStreetMap,n12105735106,,,,,32.0604459,34.7749899,convenience,,
OpenStreetMap,n432360595,,,,,32.1138966,35.1938127,supermarket,,
OpenStreetMap,n12110688753,,,,,32.0521226,34.7703495,convenience,,
OpenStreetMap,n431946298,,,,,32.1020289,35.3216718,supermarket,,
OpenStreetMap,n432360642,,,,,32.0690007,35.1541353,supermarket,,
OpenStreetMap,n12186038056,,,,,31.9719407,35.8336301,supermarket,,
OpenStreetMap,n431945223,,,,,32.276731,35.1931153,supermarket,,
OpenStreetMap,n431944922,,,,,32.2114387,35.1887752,supermarket,,
OpenStreetMap,n12184505171,,,,,32.0597587,34.7715966,convenience,,
OpenStreetMap,n5875497800,,,,,31.4770368,35.0660356,supermarket,,
OpenStreetMap,n11508541869,,,,,32.5114463,35.2325395,supermarket,,
OpenStreetMap,n431944172,,,,,32.1795725,35.214889,supermarket,,
OpenStreetMap,n12232463691,,,,,31.7031257,34.98429,convenience,,
OpenStreetMap,n5875497806,,,,,31.4673979,35.012122,supermarket,,
OpenStreetMap,n12326941352,,,,,32.0571153,34.7792084,convenience,,
OpenStreetMap,n5875497809,,,,,31.4693656,35.0006886,supermarket,,
OpenStreetMap,n12366602298,,,,,33.2103425,35.2961066,convenience,,
OpenStreetMap,n431939698,,,,,32.1624124,35.2832853,supermarket,,
OpenStreetMap,n12128328820,,,,,31.9013401,34.9768473,supermarket,,
OpenStreetMap,n12398454098,,,,,32.1940772,34.8830497,convenience,,
OpenStreetMap,n431937597,,,,,32.1270839,35.3093214,supermarket,,
OpenStreetMap,n432361092,,,,,32.1292894,35.0986625,supermarket,,
OpenStreetMap,n431936891,,,,,32.0631311,35.3636673,supermarket,,
OpenStreetMap,n5875497990,,,,,31.4465779,35.0783923,supermarket,,
OpenStreetMap,w421145115,,,,,31.2617317,34.7967565,convenience,,
OpenStreetMap,n13057940098,,,,,32.0887263,34.8725152,convenience,,
OpenStreetMap,n13516617021,,,,,32.065846,34.8427879,convenience,,
OpenStreetMap,n13522941418,,,,,32.9215723,35.0677061,convenience,,
OpenStreetMap,w339950648,,,,,31.754231,35.1714702,convenience,,
OpenStreetMap,n13522948720,,,,,32.9212195,35.0685156,convenience,,
OpenStreetMap,w318513136,,,,,31.9596615,34.8774161,convenience,,
OpenStreetMap,n5514536436,,,,,30.3295396,35.4756122,supermarket,,
OpenStreetMap,n13538906069,,,,,31.781063,35.2306968,convenience,,
OpenStreetMap,n5875498185,,,,,31.49125,34.9461636,supermarket,,
OpenStreetMap,n5875498186,,,,,31.4502909,35.0287967,supermarket,,
OpenStreetMap,n5567304724,,,,,30.3196467,35.4772739,supermarket,,
OpenStreetMap,n13610104304,,,,,30.583385,35.3704834,convenience,,
OpenStreetMap,n11923492672,,,,,31.9346115,34.909319,supermarket,,
OpenStreetMap,n11911636436,,,,,32.0840108,34.8141329,supermarket,,
OpenStreetMap,n13644815502,,,,,32.8430198,35.0602999,convenience,,
OpenStreetMap,n5589121038,,,,,31.6642161,34.5632869,supermarket,,
OpenStreetMap,n5875498189,,,,,31.4814697,35.0174123,supermarket,,
OpenStreetMap,n432537753,,,,,32.2976667,35.0198874,supermarket,,
OpenStreetMap,w244796434,,,,,31.1349738,34.9604743,convenience,,
OpenStreetMap,n13705573002,,,,,31.7293165,35.7913148,convenience,,
OpenStreetMap,n13725384982,,,,,32.024729,34.8027268,convenience,,
OpenStreetMap,n13809189462,,,,,32.0567392,34.759581,convenience,,
OpenStreetMap,w242977341,,,,,31.8027392,34.6627905,convenience,,
OpenStreetMap,n11882769754,,,,,30.9917309,34.7710442,supermarket,,
OpenStreetMap,n5601253580,,,,,32.967364,35.4932717,supermarket,,
OpenStreetMap,n5605064590,,,,,32.0535073,34.7774236,supermarket,,
OpenStreetMap,n5605064594,,,,,32.0533662,34.7775168,supermarket,,
OpenStreetMap,n11851032043,,,,,30.8979377,34.4014588,supermarket,,
OpenStreetMap,n11844826601,,,,,30.9036651,34.3962154,supermarket,,
OpenStreetMap,w165356059,,,,,33.0126874,35.6418048,convenience,,
OpenStreetMap,n5687552821,,,,,32.2210036,35.2593801,supermarket,,
OpenStreetMap,n431897558,,,,,32.2739046,35.1994323,supermarket,,
OpenStreetMap,n13516575490,,,,,32.0692064,34.7738974,convenience,,
OpenStreetMap,n13057940099,,,,,32.0854467,34.8705351,convenience,,
OpenStreetMap,n5875498000,,,,,31.5375289,35.0391617,supermarket,,
OpenStreetMap,n431914865,,,,,32.2984859,35.1949364,supermarket,,
OpenStreetMap,n5875497992,,,,,31.4472748,35.0913819,supermarket,,
OpenStreetMap,n5875497993,,,,,31.4475092,35.0912192,supermarket,,
OpenStreetMap,w414265014,,,,,32.0958289,34.9522732,convenience,,
OpenStreetMap,n5875497994,,,,,31.4517111,35.0975879,supermarket,,
OpenStreetMap,n13124554699,,,,,32.0809872,34.7776233,convenience,,
OpenStreetMap,n5490248223,,,,,32.0194349,35.8631915,supermarket,,
OpenStreetMap,n431911181,,,,,32.1620927,35.2873663,supermarket,,
OpenStreetMap,n431909938,,,,,32.1928064,35.3707831,supermarket,,
OpenStreetMap,w386710373,,,,,32.7076972,35.5768966,convenience,,
OpenStreetMap,n431907635,,,,,32.1521491,35.2762249,supermarket,,
OpenStreetMap,n431907324,,,,,32.1008858,35.2900921,supermarket,,
OpenStreetMap,n13204082701,,,,,32.9345318,35.0766244,convenience,,
OpenStreetMap,n13204082801,,,,,32.9345668,35.0767069,convenience,,
OpenStreetMap,n13249877101,,,,,32.2329566,35.7352595,convenience,,
OpenStreetMap,n431906601,,,,,32.2011545,35.2444377,supermarket,,
OpenStreetMap,n11962620569,,,,,32.1621234,34.8245086,supermarket,,
OpenStreetMap,n5500468621,,,,,31.9922922,35.8689097,supermarket,,
OpenStreetMap,n13344260068,,,,,31.9437622,35.8338165,convenience,,
OpenStreetMap,n431901943,,,,,32.0568144,35.3676062,supermarket,,
OpenStreetMap,n5747117500,,,,,32.6461211,35.1927822,supermarket,,
OpenStreetMap,n13377924806,,,,,31.8999593,34.8097557,convenience,,
OpenStreetMap,n5875497998,,,,,31.5062777,35.0338868,supermarket,,
OpenStreetMap,w376132043,,,,,31.7663054,35.229383,convenience,,
OpenStreetMap,n5501774149,,,,,31.7950418,35.1203036,supermarket,,
OpenStreetMap,w363802600,,,,,31.248265,34.8053288,convenience,,
OpenStreetMap,n431898694,,,,,32.0710365,35.2431097,supermarket,,
OpenStreetMap,n431898346,,,,,32.1441214,35.2909533,supermarket,,
OpenStreetMap,w363802599,,,,,31.2478129,34.8070996,convenience,,
OpenStreetMap,n12050619151,,,,,32.0639379,34.7803253,convenience,,
OpenStreetMap,n431949482,,,,,32.276554,35.1983981,supermarket,,
OpenStreetMap,n9741509020,,,,,29.6539464,35.5087917,convenience,,
OpenStreetMap,n5892758986,,,,,31.5169684,34.9709915,supermarket,,
OpenStreetMap,n431983523,,,,,32.1839351,35.2477767,supermarket,,
OpenStreetMap,n431983470,,,,,32.0853534,35.2580915,supermarket,,
OpenStreetMap,w239090405,,,,,31.7979458,34.6600148,convenience,,
OpenStreetMap,n5892758989,,,,,31.5242533,34.9691917,supermarket,,
OpenStreetMap,n10223086899,,,,,31.7828169,35.2476873,convenience,,
OpenStreetMap,n10248341009,,,,,32.0591789,34.7764749,convenience,,
OpenStreetMap,n431981112,,,,,32.2162766,35.2380125,supermarket,,
OpenStreetMap,w1304654884,,,,,33.3942402,35.6484689,convenience,,
